symbol,companyName ,sector ,industryGroup ,industry ,subIndustry ,price,date
NYSE:BBT,BB&T Corporation,Financials,Banks,Banks,Regional Banks,38153,Jan 2016
NYSE:BDX,"Becton, Dickinson and Company",Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment,38280.1,Jan 2016
NYSE:BRK.B,Berkshire Hathaway Inc.,Financials,Diversified Financials,Diversified Financial Services,Multi-Sector Holdings,400505.4,Jan 2016
NYSE:BBY,"Best Buy Co., Inc.",Consumer Discretionary,Retailing,Specialty Retail,Computer and Electronics Retail,13391,Jan 2016
NasdaqGS:BIIB,Biogen Inc.,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,61699.8,Jan 2016
NYSE:BLK,"BlackRock, Inc.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks,62278,Jan 2016
NasdaqGS:BKNG,Booking Holdings Inc.,Consumer Discretionary,Retailing,Internet and Direct Marketing Retail,Internet and Direct Marketing Retail,72342.7,Jan 2016
NYSE:BWA,BorgWarner Inc.,Consumer Discretionary,Automobiles and Components,Auto Components,Auto Parts and Equipment,8400.3,Jan 2016
NYSE:BXP,"Boston Properties, Inc.",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Office REITs,19341.6,Jan 2016
NYSE:BSX,Boston Scientific Corporation,Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment,29453.1,Jan 2016
NasdaqGS:BHF,"Brighthouse Financial, Inc.",Financials,Insurance,Insurance,Life and Health Insurance,0,Jan 2016
NYSE:BMY,Bristol-Myers Squibb Company,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,97666.7,Jan 2016
NasdaqGS:AVGO,Broadcom Inc.,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,70527.8,Jan 2016
NYSE:BR,"Broadridge Financial Solutions, Inc.",Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,7894.8,Jan 2016
NYSE:BF.B,Brown-Forman Corporation,Consumer Staples,"Food, Beverage and Tobacco",Beverages,Distillers and Vintners,17508.9,Jan 2016
NasdaqGS:CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Transportation,Air Freight and Logistics,Air Freight and Logistics,10382.4,Jan 2016
NasdaqGS:CA,"CA, Inc.",Information Technology,Software and Services,Software,Systems Software,13274.7,Jan 2016
NYSE:COG,Cabot Oil & Gas Corporation,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,10865.9,Jan 2016
NasdaqGS:CDNS,"Cadence Design Systems, Inc.",Information Technology,Software and Services,Software,Application Software,7231,Jan 2016
NYSE:CPB,Campbell Soup Company,Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,18567.4,Jan 2016
NYSE:COF,Capital One Financial Corporation,Financials,Diversified Financials,Consumer Finance,Consumer Finance,42075.9,Jan 2016
NYSE:CAH,"Cardinal Health, Inc.",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Distributors,23034.7,Jan 2016
NYSE:KMX,"CarMax, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail,12063.5,Jan 2016
NYSE:CCL,Carnival Corporation,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines",37796.6,Jan 2016
NYSE:CAT,Caterpillar Inc.,Industrials,Capital Goods,Machinery,Construction Machinery and Heavy Trucks,54259.6,Jan 2016
BATS:CBOE,"Cboe Global Markets, Inc.",Financials,Diversified Financials,Capital Markets,Financial Exchanges and Data,6006.2,Jan 2016
NYSE:CBRE,"CBRE Group, Inc.",Real Estate,Real Estate,Real Estate Management and Development,Real Estate Services,10333.5,Jan 2016
NYSE:CBS,CBS Corporation,Communication Services,Media and Entertainment,Media,Broadcasting,27383.1,Jan 2016
NasdaqGS:CELG,Celgene Corporation,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,89729.8,Jan 2016
NYSE:CNC,Centene Corporation,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Managed Health Care,9657.1,Jan 2016
NYSE:CNP,"CenterPoint Energy, Inc.",Utilities,Utilities,Multi-Utilities,Multi-Utilities,10612,Jan 2016
NYSE:CTL,"CenturyLink, Inc.",Communication Services,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers,13000.3,Jan 2016
NasdaqGS:CERN,Cerner Corporation,Health Care,Health Care Equipment and Services,Health Care Technology,Health Care Technology,16081.9,Jan 2016
NYSE:CF,"CF Industries Holdings, Inc.",Materials,Materials,Chemicals,Fertilizers and Agricultural Chemicals,7338.4,Jan 2016
NasdaqGS:CHTR,"Charter Communications, Inc.",Communication Services,Media and Entertainment,Media,Cable and Satellite,77392.9,Jan 2016
NYSE:CVX,Chevron Corporation,Energy,Energy,"Oil, Gas and Consumable Fuels",Integrated Oil and Gas,222190.4,Jan 2016
NYSE:CMG,"Chipotle Mexican Grill, Inc.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants,10923.4,Jan 2016
NYSE:CB,Chubb Limited,Financials,Insurance,Insurance,Property and Casualty Insurance,61480.6,Jan 2016
NYSE:CHD,"Church & Dwight Co., Inc.",Consumer Staples,Household and Personal Products,Household Products,Household Products,11427.7,Jan 2016
NYSE:CI,Cigna Corporation,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Managed Health Care,34246.4,Jan 2016
NYSE:XEC,Cimarex Energy Co.,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,12905.6,Jan 2016
NasdaqGS:CINF,Cincinnati Financial Corporation,Financials,Insurance,Insurance,Property and Casualty Insurance,12479.8,Jan 2016
NasdaqGS:CTAS,Cintas Corporation,Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services,12134.9,Jan 2016
NasdaqGS:CSCO,"Cisco Systems, Inc.",Information Technology,Technology Hardware and Equipment,Communications Equipment,Communications Equipment,151697.1,Jan 2016
NYSE:C,Citigroup Inc.,Financials,Banks,Banks,Diversified Banks,169359.5,Jan 2016
NYSE:CFG,"Citizens Financial Group, Inc.",Financials,Banks,Banks,Regional Banks,18238.2,Jan 2016
NasdaqGS:CTXS,"Citrix Systems, Inc.",Information Technology,Software and Services,Software,Application Software,13929.3,Jan 2016
NasdaqGS:CME,CME Group Inc.,Financials,Diversified Financials,Capital Markets,Financial Exchanges and Data,39144.4,Jan 2016
NYSE:CMS,CMS Energy Corporation,Utilities,Utilities,Multi-Utilities,Multi-Utilities,11616.4,Jan 2016
NasdaqGS:CTSH,Cognizant Technology Solutions Corporation,Information Technology,Software and Services,IT Services,IT Consulting and Other Services,33993.4,Jan 2016
NYSE:CL,Colgate-Palmolive Company,Consumer Staples,Household and Personal Products,Household Products,Household Products,58165.9,Jan 2016
NasdaqGS:CMCS.A,Comcast Corporation,Communication Services,Media and Entertainment,Media,Cable and Satellite,165225.2,Jan 2016
NYSE:CMA,Comerica Incorporated,Financials,Banks,Banks,Regional Banks,11732.6,Jan 2016
NYSE:CAG,"Conagra Brands, Inc.",Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,17313.8,Jan 2016
NYSE:CXO,Concho Resources Inc.,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,19210.4,Jan 2016
NYSE:COP,ConocoPhillips,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,62125,Jan 2016
NYSE:ED,"Consolidated Edison, Inc.",Utilities,Utilities,Multi-Utilities,Multi-Utilities,22452.3,Jan 2016
NYSE:STZ,"Constellation Brands, Inc.",Consumer Staples,"Food, Beverage and Tobacco",Beverages,Distillers and Vintners,30823.9,Jan 2016
NasdaqGS:CPRT,"Copart, Inc.",Industrials,Commercial and Professional Services,Commercial Services and Supplies,Diversified Support Services,6349.2,Jan 2016
NYSE:GLW,Corning Incorporated,Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Electronic Components,23086.4,Jan 2016
NasdaqGS:COST,Costco Wholesale Corporation,Consumer Staples,Food and Staples Retailing,Food and Staples Retailing,Hypermarkets and Super Centers,70326.8,Jan 2016
NYSE:COTY,Coty Inc.,Consumer Staples,Household and Personal Products,Personal Products,Personal Products,13665.1,Jan 2016
NYSE:CCI,Crown Castle International Corp. (REIT),Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs,31232.2,Jan 2016
NasdaqGS:CSX,CSX Corporation,Industrials,Transportation,Road and Rail,Railroads,33654.2,Jan 2016
NYSE:CMI,Cummins Inc.,Industrials,Capital Goods,Machinery,Construction Machinery and Heavy Trucks,22903.2,Jan 2016
NYSE:CVS,CVS Health Corporation,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services,84152.8,Jan 2016
NYSE:DHI,"D.R. Horton, Inc.",Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Homebuilding,10200.4,Jan 2016
NYSE:DHR,Danaher Corporation,Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment,53842.1,Jan 2016
NYSE:DRI,"Darden Restaurants, Inc.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure",Restaurants,8950.4,Jan 2016
NYSE:DVA,DaVita Inc.,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services,12673.1,Jan 2016
NYSE:DE,Deere & Company,Industrials,Capital Goods,Machinery,Agricultural and Farm Machinery,32650.6,Jan 2016
NYSE:DAL,"Delta Air Lines, Inc.",Industrials,Transportation,Airlines,Airlines,36100.1,Jan 2016
NasdaqGS:XRAY,DENTSPLY SIRONA Inc.,Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Supplies,13328.7,Jan 2016
NYSE:DVN,Devon Energy Corporation,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,23912.8,Jan 2016
NYSE:DLR,"Digital Realty Trust, Inc.",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs,15617.4,Jan 2016
NYSE:DFS,Discover Financial Services,Financials,Diversified Financials,Consumer Finance,Consumer Finance,28432.2,Jan 2016
NasdaqGS:DISC.A,"Discovery, Inc.",Communication Services,Media and Entertainment,Media,Broadcasting,16189.6,Jan 2016
NasdaqGS:DISC.K,"Discovery, Inc.",Communication Services,Media and Entertainment,Media,Broadcasting,16189.6,Jan 2016
NasdaqGS:DISH,DISH Network Corporation,Communication Services,Media and Entertainment,Media,Cable and Satellite,26941.3,Jan 2016
NYSE:DG,Dollar General Corporation,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores,20462.6,Jan 2016
NasdaqGS:DLTR,"Dollar Tree, Inc.",Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores,18220,Jan 2016
NYSE:D,"Dominion Energy, Inc.",Utilities,Utilities,Multi-Utilities,Multi-Utilities,48002.8,Jan 2016
NYSE:DOV,Dover Corporation,Industrials,Capital Goods,Machinery,Industrial Machinery,11640.1,Jan 2016
NYSE:DWDP,DowDuPont Inc.,Materials,Materials,Chemicals,Diversified Chemicals,0,Jan 2016
NYSE:DTE,DTE Energy Company,Utilities,Utilities,Multi-Utilities,Multi-Utilities,17676.1,Jan 2016
NYSE:DUK,Duke Energy Corporation,Utilities,Utilities,Electric Utilities,Electric Utilities,53475.5,Jan 2016
NYSE:DRE,Duke Realty Corporation,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Industrial REITs,9420.7,Jan 2016
NYSE:DXC,DXC Technology Company,Information Technology,Software and Services,IT Services,IT Consulting and Other Services,0,Jan 2016
NasdaqGS:ETFC,E*TRADE Financial Corporation,Financials,Diversified Financials,Capital Markets,Investment Banking and Brokerage,9485.3,Jan 2016
NYSE:EMN,Eastman Chemical Company,Materials,Materials,Chemicals,Diversified Chemicals,11037.1,Jan 2016
NYSE:ETN,Eaton Corporation plc,Industrials,Capital Goods,Electrical Equipment,Electrical Components and Equipment,30304.6,Jan 2016
NasdaqGS:EBAY,eBay Inc.,Consumer Discretionary,Retailing,Internet and Direct Marketing Retail,Internet and Direct Marketing Retail,33191.3,Jan 2016
NYSE:ECL,Ecolab Inc.,Materials,Materials,Chemicals,Specialty Chemicals,34175.7,Jan 2016
NYSE:EIX,Edison International,Utilities,Utilities,Electric Utilities,Electric Utilities,23455.1,Jan 2016
NYSE:EW,Edwards Lifesciences Corporation,Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment,20034.4,Jan 2016
NasdaqGS:EA,Electronic Arts Inc.,Communication Services,Media and Entertainment,Entertainment,Interactive Home Entertainment,23766.6,Jan 2016
NYSE:LLY,Eli Lilly and Company,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,77162.9,Jan 2016
NYSE:EMR,Emerson Electric Co.,Industrials,Capital Goods,Electrical Equipment,Electrical Components and Equipment,35928.1,Jan 2016
NYSE:ETR,Entergy Corporation,Utilities,Utilities,Electric Utilities,Electric Utilities,13160.7,Jan 2016
NYSE:EOG,"EOG Resources, Inc.",Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,58279.9,Jan 2016
NYSE:EQT,EQT Corporation,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,11298.5,Jan 2016
NYSE:EFX,Equifax Inc.,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services,14159.2,Jan 2016
NasdaqGS:EQIX,"Equinix, Inc. (REIT)",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs,25511.7,Jan 2016
NYSE:EQR,Equity Residential,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs,23534.1,Jan 2016
NYSE:ESS,"Essex Property Trust, Inc.",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Residential REITs,15232.8,Jan 2016
NYSE:RE,"Everest Re Group, Ltd.",Financials,Insurance,Insurance,Reinsurance,8845.1,Jan 2016
NYSE:EVRG,"Evergy, Inc.",Utilities,Utilities,Electric Utilities,Electric Utilities,0,Jan 2016
NYSE:ES,Eversource Energy,Utilities,Utilities,Electric Utilities,Electric Utilities,17519.3,Jan 2016
NYSE:EXC,Exelon Corporation,Utilities,Utilities,Electric Utilities,Electric Utilities,32766.9,Jan 2016
NasdaqGS:EXPE,"Expedia Group, Inc.",Consumer Discretionary,Retailing,Internet and Direct Marketing Retail,Internet and Direct Marketing Retail,16995.4,Jan 2016
NasdaqGS:EXPD,"Expeditors International of Washington, Inc.",Industrials,Transportation,Air Freight and Logistics,Air Freight and Logistics,9552.6,Jan 2016
NasdaqGS:ESRX,Express Scripts Holding Company,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services,42417.4,Jan 2016
NYSE:EXR,Extra Space Storage Inc.,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs,9717.6,Jan 2016
NYSE:XOM,Exxon Mobil Corporation,Energy,Energy,"Oil, Gas and Consumable Fuels",Integrated Oil and Gas,374280.2,Jan 2016
NasdaqGS:FFIV,"F5 Networks, Inc.",Information Technology,Technology Hardware and Equipment,Communications Equipment,Communications Equipment,9453.1,Jan 2016
NasdaqGS:FB,"Facebook, Inc.",Communication Services,Media and Entertainment,Interactive Media and Services,Interactive Media and Services,331593.7,Jan 2016
NasdaqGS:FAST,Fastenal Company,Industrials,Capital Goods,Trading Companies and Distributors,Trading Companies and Distributors,13578.6,Jan 2016
NYSE:FRT,Federal Realty Investment Trust,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs,10201.6,Jan 2016
NYSE:FDX,FedEx Corporation,Industrials,Transportation,Air Freight and Logistics,Air Freight and Logistics,49624,Jan 2016
NYSE:FIS,"Fidelity National Information Services, Inc.",Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,24827.3,Jan 2016
NasdaqGS:FITB,Fifth Third Bancorp,Financials,Banks,Banks,Regional Banks,20343.5,Jan 2016
NYSE:FE,FirstEnergy Corp.,Utilities,Utilities,Electric Utilities,Electric Utilities,13199.4,Jan 2016
NasdaqGS:FISV,"Fiserv, Inc.",Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,23068.9,Jan 2016
NYSE:FLT,"FleetCor Technologies, Inc.",Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,13131.9,Jan 2016
NasdaqGS:FLIR,"FLIR Systems, Inc.",Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Electronic Equipment and Instruments,4926.5,Jan 2016
NYSE:FLS,Flowserve Corporation,Industrials,Capital Goods,Machinery,Industrial Machinery,6268.1,Jan 2016
NYSE:FLR,Fluor Corporation,Industrials,Capital Goods,Construction and Engineering,Construction and Engineering,7313.4,Jan 2016
NYSE:FMC,FMC Corporation,Materials,Materials,Chemicals,Fertilizers and Agricultural Chemicals,7569.9,Jan 2016
NYSE:FL,"Foot Locker, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,9383.4,Jan 2016
NYSE:F,Ford Motor Company,Consumer Discretionary,Automobiles and Components,Automobiles,Automobile Manufacturers,48201.1,Jan 2016
NasdaqGS:FTNT,"Fortinet, Inc.",Information Technology,Software and Services,Software,Systems Software,5211.9,Jan 2016
NYSE:FTV,Fortive Corporation,Industrials,Capital Goods,Machinery,Industrial Machinery,18542,Jan 2016
NYSE:FBHS,"Fortune Brands Home & Security, Inc.",Industrials,Capital Goods,Building Products,Building Products,8249.2,Jan 2016
NYSE:BEN,"Franklin Resources, Inc.",Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks,22513.3,Jan 2016
NYSE:FCX,Freeport-McMoRan Inc.,Materials,Materials,Metals and Mining,Copper,18993.6,Jan 2016
NasdaqGS:GRMN,Garmin Ltd.,Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Consumer Electronics,9137.7,Jan 2016
NYSE:IT,"Gartner, Inc.",Information Technology,Software and Services,IT Services,IT Consulting and Other Services,8349.4,Jan 2016
NYSE:GD,General Dynamics Corporation,Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,52578.3,Jan 2016
NYSE:GE,General Electric Company,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates,279545.9,Jan 2016
NYSE:GIS,"General Mills, Inc.",Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,35827.3,Jan 2016
NYSE:GM,General Motors Company,Consumer Discretionary,Automobiles and Components,Automobiles,Automobile Manufacturers,52682.1,Jan 2016
NYSE:GPC,Genuine Parts Company,Consumer Discretionary,Retailing,Distributors,Distributors,14210.4,Jan 2016
NasdaqGS:GILD,"Gilead Sciences, Inc.",Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,94343,Jan 2016
NYSE:GPN,Global Payments Inc.,Information Technology,Software and Services,IT Services,Data Processing and Outsourced Services,10668.1,Jan 2016
NYSE:HRB,"H&R Block, Inc.",Consumer Discretionary,Consumer Services,Diversified Consumer Services,Specialized Consumer Services,4761.6,Jan 2016
NYSE:HAL,Halliburton Company,Energy,Energy,Energy Equipment and Services,Oil and Gas Equipment and Services,46758.2,Jan 2016
NYSE:HBI,Hanesbrands Inc.,Consumer Discretionary,Consumer Durables and Apparel,"Textiles, Apparel and Luxury Goods","Apparel, Accessories and Luxury Goods",8152.3,Jan 2016
NYSE:HOG,"Harley-Davidson, Inc.",Consumer Discretionary,Automobiles and Components,Automobiles,Motorcycle Manufacturers,10263.2,Jan 2016
NYSE:HRS,Harris Corporation,Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,12735,Jan 2016
NasdaqGS:HAS,"Hasbro, Inc.",Consumer Discretionary,Consumer Durables and Apparel,Leisure Products,Leisure Products,9707.2,Jan 2016
NYSE:HCA,"HCA Healthcare, Inc.",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Facilities,27734.2,Jan 2016
NYSE:HCP,"HCP, Inc.",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Health Care REITs,13896.6,Jan 2016
NYSE:HP,"Helmerich & Payne, Inc.",Energy,Energy,Energy Equipment and Services,Oil and Gas Drilling,8372.9,Jan 2016
NasdaqGS:HSIC,"Henry Schein, Inc.",Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Distributors,12211.3,Jan 2016
NYSE:HES,Hess Corporation,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Exploration and Production,19541.6,Jan 2016
NYSE:HPE,Hewlett Packard Enterprise Company,Information Technology,Technology Hardware and Equipment,"Technology Hardware, Storage and Peripherals","Technology Hardware, Storage and Peripherals",38523.9,Jan 2016
NYSE:HLT,Hilton Worldwide Holdings Inc.,Consumer Discretionary,Consumer Services,"Hotels, Restaurants and Leisure","Hotels, Resorts and Cruise Lines",26922.1,Jan 2016
NYSE:HFC,HollyFrontier Corporation,Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Refining and Marketing,5759.4,Jan 2016
NasdaqGS:HOLX,"Hologic, Inc.",Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment,11162,Jan 2016
NYSE:HON,Honeywell International Inc.,Industrials,Capital Goods,Industrial Conglomerates,Industrial Conglomerates,88292.1,Jan 2016
NYSE:HRL,Hormel Foods Corporation,Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,18407.5,Jan 2016
NYSE:HST,"Host Hotels & Resorts, Inc.",Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Hotel and Resort REITs,13939.2,Jan 2016
NYSE:HPQ,HP Inc.,Information Technology,Technology Hardware and Equipment,"Technology Hardware, Storage and Peripherals","Technology Hardware, Storage and Peripherals",25308.9,Jan 2016
NYSE:HUM,Humana Inc.,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Managed Health Care,30420.9,Jan 2016
NasdaqGS:HBAN,Huntington Bancshares Incorporated,Financials,Banks,Banks,Regional Banks,14340.8,Jan 2016
NYSE:HII,"Huntington Ingalls Industries, Inc.",Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,8540.2,Jan 2016
NasdaqGS:IDXX,"IDEXX Laboratories, Inc.",Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment,10514.2,Jan 2016
NasdaqGS:INFO,IHS Markit Ltd.,Industrials,Commercial and Professional Services,Professional Services,Research and Consulting Services,14941.1,Jan 2016
NYSE:ITW,Illinois Tool Works Inc.,Industrials,Capital Goods,Machinery,Industrial Machinery,42984,Jan 2016
NasdaqGS:ILMN,"Illumina, Inc.",Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Life Sciences Tools and Services,Life Sciences Tools and Services,18809.1,Jan 2016
NasdaqGS:INCY,Incyte Corporation,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Biotechnology,Biotechnology,18889.4,Jan 2016
NYSE:IR,Ingersoll-Rand Plc,Industrials,Capital Goods,Machinery,Industrial Machinery,19385.1,Jan 2016
NasdaqGS:INTC,Intel Corporation,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductors,171883.5,Jan 2016
NYSE:ICE,"Intercontinental Exchange, Inc.",Financials,Diversified Financials,Capital Markets,Financial Exchanges and Data,33608,Jan 2016
NYSE:IBM,International Business Machines Corporation,Information Technology,Software and Services,IT Services,IT Consulting and Other Services,157832.3,Jan 2016
NYSE:IFF,International Flavors & Fragrances Inc.,Materials,Materials,Chemicals,Specialty Chemicals,9358.1,Jan 2016
NYSE:IP,International Paper Company,Materials,Materials,Containers and Packaging,Paper Packaging,21819,Jan 2016
NasdaqGS:INTU,Intuit Inc.,Information Technology,Software and Services,Software,Application Software,29416.8,Jan 2016
NasdaqGS:ISRG,"Intuitive Surgical, Inc.",Health Care,Health Care Equipment and Services,Health Care Equipment and Supplies,Health Care Equipment,24572.2,Jan 2016
NYSE:IVZ,Invesco Ltd.,Financials,Diversified Financials,Capital Markets,Asset Management and Custody Banks,12395,Jan 2016
NasdaqGS:IPGP,IPG Photonics Corporation,Information Technology,Technology Hardware and Equipment,"Electronic Equipment, Instruments and Components",Electronic Manufacturing Services,5242.2,Jan 2016
NYSE:IQV,IQVIA Holdings Inc.,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Life Sciences Tools and Services,Life Sciences Tools and Services,18722.1,Jan 2016
NYSE:IRM,Iron Mountain Incorporated,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Specialized REITs,8556.8,Jan 2016
NasdaqGS:JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Transportation,Road and Rail,Trucking,10889.8,Jan 2016
NYSE:JEC,Jacobs Engineering Group Inc.,Industrials,Capital Goods,Construction and Engineering,Construction and Engineering,6887.3,Jan 2016
NYSE:JEF,Jefferies Financial Group Inc.,Financials,Diversified Financials,Diversified Financial Services,Multi-Sector Holdings,8370.5,Jan 2016
NYSE:JNJ,Johnson & Johnson,Health Care,"Pharmaceuticals, Biotechnology and Life Sciences",Pharmaceuticals,Pharmaceuticals,313432.3,Jan 2016
NYSE:JCI,Johnson Controls International plc,Industrials,Capital Goods,Building Products,Building Products,38545.6,Jan 2016
NYSE:JPM,JPMorgan Chase & Co.,Financials,Banks,Banks,Diversified Banks,308727.2,Jan 2016
NYSE:JNPR,"Juniper Networks, Inc.",Information Technology,Technology Hardware and Equipment,Communications Equipment,Communications Equipment,10747.9,Jan 2016
NYSE:KSU,Kansas City Southern,Industrials,Transportation,Road and Rail,Railroads,9128.1,Jan 2016
NYSE:K,Kellogg Company,Consumer Staples,"Food, Beverage and Tobacco",Food Products,Packaged Foods and Meats,25865.2,Jan 2016
NYSE:KEY,KeyCorp,Financials,Banks,Banks,Regional Banks,19744.6,Jan 2016
NYSE:KMB,Kimberly-Clark Corporation,Consumer Staples,Household and Personal Products,Household Products,Household Products,40872.7,Jan 2016
NYSE:KIM,Kimco Realty Corporation,Real Estate,Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs,10693.7,Jan 2016
NYSE:KMI,"Kinder Morgan, Inc.",Energy,Energy,"Oil, Gas and Consumable Fuels",Oil and Gas Storage and Transportation,46232.3,Jan 2016
NasdaqGS:KLAC,KLA-Tencor Corporation,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductor Equipment,12299.2,Jan 2016
NYSE:KSS,Kohls Corporation,Consumer Discretionary,Retailing,Multiline Retail,Department Stores,8714.2,Jan 2016
NYSE:LB,"L Brands, Inc.",Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail,18827.3,Jan 2016
NYSE:LLL,"L3 Technologies, Inc.",Industrials,Capital Goods,Aerospace and Defense,Aerospace and Defense,0,Jan 2016
NYSE:LH,Laboratory Corporation of America Holdings,Health Care,Health Care Equipment and Services,Health Care Providers and Services,Health Care Services,13223.1,Jan 2016
NasdaqGS:LRCX,Lam Research Corporation,Information Technology,Semiconductors and Semiconductor Equipment,Semiconductors and Semiconductor Equipment,Semiconductor Equipment,17216,Jan 2016
NYSE:LEG,"Leggett & Platt, Incorporated",Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Home Furnishings,6534.3,Jan 2016
NYSE:LEN,Lennar Corporation,Consumer Discretionary,Consumer Durables and Apparel,Household Durables,Homebuilding,9669.3,Jan 2016
NYSE:LNC,Lincoln National Corporation,Financials,Insurance,Insurance,Life and Health Insurance,15146.7,Jan 2016
NasdaqGS:LKQ,LKQ Corporation,Consumer Discretionary,Retailing,Distributors,Distributors,9425.2,Jan 2016
