date,price
10-Feb-2017,2316.1
13-Feb-2017,2328.3
14-Feb-2017,2337.6
15-Feb-2017,2349.2
16-Feb-2017,2347.2
17-Feb-2017,2351.2
21-Feb-2017,2365.4
22-Feb-2017,2362.8
23-Feb-2017,2363.8
24-Feb-2017,2367.3
27-Feb-2017,2369.8
28-Feb-2017,2363.6
1-Mar-2017,2396
2-Mar-2017,2381.9
3-Mar-2017,2383.1
6-Mar-2017,2375.3
7-Mar-2017,2368.4
8-Mar-2017,2363
9-Mar-2017,2364.9
10-Mar-2017,2372.6
13-Mar-2017,2373.5
14-Mar-2017,2365.5
15-Mar-2017,2385.3
16-Mar-2017,2381.4
17-Mar-2017,2378.3
20-Mar-2017,2373.5
21-Mar-2017,2344
22-Mar-2017,2348.4
23-Mar-2017,2346
24-Mar-2017,2344
27-Mar-2017,2341.6
28-Mar-2017,2358.6
29-Mar-2017,2361.1
30-Mar-2017,2368.1
31-Mar-2017,2362.7
3-Apr-2017,2358.8
4-Apr-2017,2360.2
5-Apr-2017,2352.9
6-Apr-2017,2357.5
7-Apr-2017,2355.5
10-Apr-2017,2357.2
11-Apr-2017,2353.8
12-Apr-2017,2344.9
13-Apr-2017,2329
17-Apr-2017,2349
18-Apr-2017,2342.2
19-Apr-2017,2338.2
20-Apr-2017,2355.8
21-Apr-2017,2348.7
24-Apr-2017,2374.2
25-Apr-2017,2388.6
26-Apr-2017,2387.4
27-Apr-2017,2388.8
28-Apr-2017,2384.2
1-May-2017,2388.3
2-May-2017,2391.2
3-May-2017,2388.1
4-May-2017,2389.5
5-May-2017,2399.3
8-May-2017,2399.4
9-May-2017,2396.9
10-May-2017,2399.6
11-May-2017,2394.4
12-May-2017,2390.9
15-May-2017,2402.3
16-May-2017,2400.7
17-May-2017,2357
18-May-2017,2365.7
19-May-2017,2381.7
22-May-2017,2394
23-May-2017,2398.4
24-May-2017,2404.4
25-May-2017,2415.1
26-May-2017,2415.8
30-May-2017,2412.9
31-May-2017,2411.8
1-Jun-2017,2430.1
2-Jun-2017,2439.1
5-Jun-2017,2436.1
6-Jun-2017,2429.3
7-Jun-2017,2433.1
8-Jun-2017,2433.8
9-Jun-2017,2431.8
12-Jun-2017,2429.4
13-Jun-2017,2440.3
14-Jun-2017,2437.9
15-Jun-2017,2432.5
16-Jun-2017,2433.2
19-Jun-2017,2453.5
20-Jun-2017,2437
21-Jun-2017,2435.6
22-Jun-2017,2434.5
23-Jun-2017,2438.3
26-Jun-2017,2439.1
27-Jun-2017,2419.4
28-Jun-2017,2440.7
29-Jun-2017,2419.7
30-Jun-2017,2423.4
3-Jul-2017,2429
5-Jul-2017,2432.5
6-Jul-2017,2409.7
7-Jul-2017,2425.2
10-Jul-2017,2427.4
11-Jul-2017,2425.5
12-Jul-2017,2443.3
13-Jul-2017,2447.8
14-Jul-2017,2459.3
17-Jul-2017,2459.1
18-Jul-2017,2460.6
19-Jul-2017,2473.8
20-Jul-2017,2473.4
21-Jul-2017,2472.5
24-Jul-2017,2469.9
25-Jul-2017,2477.1
26-Jul-2017,2477.8
27-Jul-2017,2475.4
28-Jul-2017,2472.1
31-Jul-2017,2470.3
1-Aug-2017,2476.3
2-Aug-2017,2477.6
3-Aug-2017,2472.2
4-Aug-2017,2476.8
7-Aug-2017,2480.9
8-Aug-2017,2474.9
9-Aug-2017,2474
10-Aug-2017,2438.2
11-Aug-2017,2441.3
14-Aug-2017,2465.8
15-Aug-2017,2464.6
16-Aug-2017,2468.1
17-Aug-2017,2430
18-Aug-2017,2425.6
21-Aug-2017,2428.4
22-Aug-2017,2452.5
23-Aug-2017,2444
24-Aug-2017,2439
25-Aug-2017,2443
28-Aug-2017,2444.2
29-Aug-2017,2446.3
30-Aug-2017,2457.6
31-Aug-2017,2471.7
1-Sep-2017,2476.6
5-Sep-2017,2457.8
6-Sep-2017,2465.5
7-Sep-2017,2465.1
8-Sep-2017,2461.4
11-Sep-2017,2488.1
12-Sep-2017,2496.5
13-Sep-2017,2498.4
14-Sep-2017,2495.6
15-Sep-2017,2500.2
18-Sep-2017,2503.9
19-Sep-2017,2506.6
20-Sep-2017,2508.2
21-Sep-2017,2500.6
22-Sep-2017,2502.2
25-Sep-2017,2496.7
26-Sep-2017,2496.8
27-Sep-2017,2507
28-Sep-2017,2510.1
29-Sep-2017,2519.4
2-Oct-2017,2529.1
3-Oct-2017,2534.6
4-Oct-2017,2537.7
5-Oct-2017,2552.1
6-Oct-2017,2549.3
9-Oct-2017,2544.7
10-Oct-2017,2550.6
11-Oct-2017,2555.2
12-Oct-2017,2550.9
13-Oct-2017,2553.2
16-Oct-2017,2557.6
17-Oct-2017,2559.4
18-Oct-2017,2561.3
19-Oct-2017,2562.1
20-Oct-2017,2575.2
23-Oct-2017,2565
24-Oct-2017,2569.1
25-Oct-2017,2557.2
26-Oct-2017,2560.4
27-Oct-2017,2581.1
